City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
542,Banjarmasin,-3.3244,114.591,78.94,92,93,2.44,ID,2021-12-03 17:17:36
543,Rameswaram,9.2833,79.3,81.46,73,96,9.26,IN,2021-12-03 17:17:36
544,Acapulco,16.8634,-99.8901,84.02,58,75,0.0,MX,2021-12-03 17:17:36
545,Adre,13.4667,22.2,79.54,21,0,6.96,TD,2021-12-03 17:17:37
546,Vostok,46.4856,135.8833,-6.77,98,97,4.05,RU,2021-12-03 17:17:37
547,Iranshahr,27.2025,60.6848,66.54,32,0,0.0,IR,2021-12-03 17:18:37
548,Murgab,37.4966,61.9714,42.67,65,75,11.5,TM,2021-12-03 17:18:38
549,San Andres,12.5847,-81.7006,84.22,79,75,17.27,CO,2021-12-03 17:18:38
550,Grafton,42.207,-71.6856,42.21,49,1,8.99,US,2021-12-03 17:17:22
551,Barra Do Garcas,-15.89,-52.2567,91.98,52,40,4.61,BR,2021-12-03 17:18:38
552,Forrest City,35.0081,-90.7898,69.66,71,96,12.46,US,2021-12-03 17:18:39
553,Ashland,40.8167,-82.2665,39.87,93,99,3.65,US,2021-12-03 17:13:50
554,Ilulissat,69.2167,-51.1,19.42,63,20,21.85,GL,2021-12-03 17:18:39
555,Qujing,25.4833,103.7833,45.97,88,100,2.82,CN,2021-12-03 17:18:39
556,Zamora,-4.0692,-78.9567,85.24,64,74,4.32,EC,2021-12-03 17:18:40
557,Znamenskoye,57.1281,73.8282,24.94,88,100,12.06,RU,2021-12-03 17:18:40
558,Coari,-4.085,-63.1414,75.6,92,100,1.88,BR,2021-12-03 17:18:40
