City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Kotovo,RU,50.3211,44.8012,32.86,100,100,6.06,snow
351,Ostrovnoy,RU,68.0531,39.5131,5.0,95,81,6.26,broken clouds
352,Adrar,MR,20.5022,-10.0711,70.66,14,26,11.56,scattered clouds
353,Ferrol,ES,43.4832,-8.2369,54.27,70,100,15.61,overcast clouds
354,Sabang,ID,5.8933,95.3214,80.92,77,98,9.37,overcast clouds
355,Varnavino,RU,57.4035,45.0916,24.42,86,100,13.15,overcast clouds
356,Firovo,RU,57.4814,33.7021,13.89,99,88,2.75,overcast clouds
357,Bambanglipuro,ID,-7.95,110.2833,63.61,90,100,6.82,overcast clouds
358,Beysehir,TR,37.6773,31.7246,45.39,83,77,6.73,broken clouds
359,Chiria,IN,22.3,85.2667,62.19,96,100,4.68,overcast clouds
360,Tazovskiy,RU,67.4667,78.7,-29.31,99,54,5.99,broken clouds
361,Georgetown,MY,5.4112,100.3354,79.9,85,20,1.01,few clouds
362,Broken Hill,AU,-31.95,141.4333,58.71,55,47,8.05,scattered clouds
363,Nove Straseci,CZ,50.1527,13.9004,33.55,99,100,3.0,snow
364,Vanimo,PG,-2.6741,141.3028,77.88,91,100,7.36,moderate rain
365,Jiancheng,CN,30.391,104.5491,47.41,64,100,1.92,overcast clouds
366,Waipawa,NZ,-41.4122,175.5153,63.45,68,95,9.89,overcast clouds
367,Mankono,CI,8.0586,-6.1897,85.3,41,19,3.29,few clouds
368,Killybegs,IE,54.6333,-8.45,44.31,67,44,23.58,moderate rain
369,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,94,40,5.61,scattered clouds
370,Arkhara,RU,49.4212,130.0842,-1.21,92,29,6.62,scattered clouds
371,Faanui,PF,-16.4833,-151.75,81.28,69,15,16.17,few clouds
372,Seminole,US,28.7086,-81.2081,77.99,60,60,1.01,broken clouds
373,Ambilobe,MG,-13.2,49.05,78.94,70,1,6.33,clear sky
374,Coquimbo,CL,-29.9533,-71.3436,65.93,68,0,14.97,clear sky
375,Nabire,ID,-3.3667,135.4833,75.47,94,100,4.32,overcast clouds
376,Vila Velha,BR,-20.3297,-40.2925,78.75,80,20,1.99,few clouds
377,Samarai,PG,-10.6167,150.6667,80.74,79,100,6.08,overcast clouds
378,Raudeberg,NO,61.9875,5.1352,36.95,91,100,1.99,light snow
379,Nhamunda,BR,-2.1861,-56.7131,88.74,61,46,1.07,moderate rain
380,Show Low,US,34.2542,-110.0298,60.08,30,1,0.0,clear sky
381,Kontagora,NG,10.3999,5.4695,81.03,17,90,4.25,overcast clouds
382,Kudat,MY,6.8837,116.8477,78.73,94,40,5.75,scattered clouds
383,Cascais,PT,38.6979,-9.4215,57.47,77,20,1.01,few clouds
384,San Cristobal,VE,7.7669,-72.225,78.98,40,93,6.73,overcast clouds
385,Puerto Penasco,MX,31.3167,-113.5333,67.91,64,87,2.86,overcast clouds
386,Suntar,RU,62.1444,117.6319,17.19,77,100,13.98,overcast clouds
387,Monitos,CO,8.25,-76.05,86.74,67,94,3.49,overcast clouds
388,Forrest City,US,35.0081,-90.7898,59.86,64,100,9.98,overcast clouds
389,Cabo San Lucas,MX,22.8909,-109.9124,85.51,59,61,1.01,broken clouds
390,Beringovskiy,RU,63.05,179.3167,12.31,96,100,7.54,light snow
391,Abu Samrah,SY,35.3029,37.1841,56.37,44,100,7.74,overcast clouds
392,Katangli,RU,51.7102,143.2326,-7.31,99,78,9.35,broken clouds
393,Aksay,RU,47.26,39.87,49.3,83,100,8.99,overcast clouds
394,Oranjemund,NA,-28.55,16.4333,61.2,88,100,7.94,light rain
395,Raver,IN,21.25,76.0333,70.45,53,0,5.64,clear sky
396,Hvide Sande,DK,56.0045,8.1294,39.49,87,100,21.07,overcast clouds
397,Orikum,AL,40.3253,19.4714,54.5,81,94,8.05,overcast clouds
398,Wasilla,US,61.5814,-149.4394,10.74,68,19,1.63,few clouds
399,Haines Junction,CA,60.7522,-137.5108,-31.05,68,76,1.14,broken clouds
400,Tuatapere,NZ,-46.1333,167.6833,57.81,98,100,9.06,overcast clouds
401,Komsomolskiy,UZ,40.4272,71.7189,39.92,70,100,4.61,haze
402,Tabuk,PH,17.4189,121.4443,65.97,91,100,4.0,overcast clouds
403,Gold Coast,AU,-28.0,153.4333,68.07,90,52,3.0,broken clouds
404,Axim,GH,4.8699,-2.2405,80.47,81,11,8.01,few clouds
405,Providencia,MX,28.7167,-111.5833,80.2,33,50,7.27,scattered clouds
406,Aksarka,RU,66.5606,67.7975,-29.58,97,10,4.79,clear sky
407,Cherskiy,RU,68.75,161.3,-30.91,100,77,4.23,broken clouds
408,Fukue,JP,32.6881,128.8419,54.59,56,100,4.07,overcast clouds
409,Hualmay,PE,-11.0964,-77.6139,71.55,74,89,9.46,overcast clouds
410,Valleyview,CA,55.0667,-117.2859,-0.36,85,100,10.36,overcast clouds
411,Cururupu,BR,-1.8283,-44.8683,84.16,68,43,6.46,scattered clouds
412,Ekibastuz,KZ,51.6667,75.3667,30.0,91,100,8.14,overcast clouds
413,Jiangyou,CN,31.7667,104.7167,49.19,70,0,3.58,clear sky
414,Laguna,US,38.421,-121.4238,72.23,100,90,0.0,mist
415,Arcachon,FR,44.5875,-1.0519,48.25,81,75,6.91,broken clouds
416,Balabac,PH,7.9868,117.0645,78.28,87,81,12.68,broken clouds
417,Leshukonskoye,RU,64.8989,45.7622,1.2,80,100,11.3,overcast clouds
418,Shakhtinsk,KZ,49.71,72.5872,24.55,90,95,4.92,overcast clouds
419,Owosso,US,42.9978,-84.1766,43.68,50,1,1.99,clear sky
420,Fort Frances,CA,48.5999,-93.4003,17.17,71,99,5.99,overcast clouds
421,Poronaysk,RU,49.2167,143.1167,-2.27,94,43,3.91,scattered clouds
422,Dzitbalche,MX,20.3167,-90.05,89.49,39,1,4.99,clear sky
423,Moron,AR,-34.6534,-58.6198,79.95,56,47,4.0,scattered clouds
424,Gimli,CA,50.6336,-96.9907,15.44,80,14,6.96,few clouds
425,Barranca,PE,-10.75,-77.7667,70.2,75,97,9.06,overcast clouds
426,Ilheus,BR,-14.7889,-39.0494,84.02,74,20,11.5,few clouds
427,Medowie,AU,-32.7333,151.8667,66.69,65,75,13.8,broken clouds
428,Asadabad,IR,34.7824,48.1185,41.34,36,48,3.53,scattered clouds
429,Gat,IL,31.61,34.7642,69.4,48,100,5.03,overcast clouds
430,Sokoni,TZ,-6.4333,39.55,80.78,75,78,9.53,broken clouds
431,Najran,SA,17.4924,44.1277,57.56,30,0,1.77,clear sky
432,Bud,US,39.447,-86.1758,52.7,56,100,8.41,overcast clouds
433,Kalmunai,LK,7.4167,81.8167,78.55,84,1,2.59,clear sky
434,Verkhnyaya Toyma,RU,62.2349,44.9985,6.69,83,100,11.36,overcast clouds
435,Xingyi,CN,24.1877,102.817,43.16,92,79,2.75,broken clouds
436,Vangaindrano,MG,-23.35,47.6,75.09,92,31,6.85,scattered clouds
437,Sijunjung,ID,-0.6876,100.9537,72.86,99,100,0.43,overcast clouds
438,Nuevitas,CU,21.5453,-77.2644,80.73,60,27,10.42,scattered clouds
439,Mbigou,GA,-1.9005,11.906,70.83,91,100,0.56,overcast clouds
440,Mul,IN,20.0667,79.6667,65.73,71,35,5.73,scattered clouds
441,Nemuro,JP,43.3236,145.575,32.43,62,30,18.34,scattered clouds
442,Kathu,TH,7.9178,98.3332,76.82,74,65,17.65,broken clouds
443,Niquero,CU,20.0431,-77.5828,84.65,61,36,8.84,scattered clouds
444,Kumluca,TR,36.3703,30.2869,56.68,81,99,3.74,overcast clouds
445,Zhangye,CN,38.9342,100.4517,31.78,32,12,5.53,few clouds
446,Srednekolymsk,RU,67.45,153.6833,-39.77,100,53,3.15,broken clouds
447,Tirat Karmel,IL,32.7617,34.9719,62.96,40,100,6.8,overcast clouds
448,San Luis,AR,-33.295,-66.3356,64.15,81,100,10.38,overcast clouds
449,Hirara,JP,24.8,125.2833,67.69,63,59,17.13,broken clouds
450,Sangar,RU,63.9242,127.4739,-15.45,92,100,14.54,overcast clouds
451,Ibra,OM,22.6906,58.5334,67.03,60,0,3.78,clear sky
452,Puerto Colombia,CO,10.9878,-74.9547,84.31,71,25,14.07,scattered clouds
453,Eha Amufu,NG,6.6592,7.7596,86.05,37,26,2.95,scattered clouds
454,Kloulklubed,PW,7.0419,134.2556,77.5,76,82,2.75,broken clouds
455,Maua,BR,-23.6678,-46.4614,77.11,70,47,11.97,scattered clouds
456,Brae,GB,60.3964,-1.353,37.31,66,76,23.4,broken clouds
457,Kyabe,TD,9.4515,18.9449,84.24,25,46,4.52,scattered clouds
458,Kanchipuram,IN,12.8333,79.7167,79.75,80,92,1.41,overcast clouds
459,North Battleford,CA,52.7834,-108.2847,15.17,86,100,2.91,overcast clouds
460,Gushikawa,JP,26.3544,127.8686,63.63,63,100,14.92,overcast clouds
461,Iquitos,PE,-3.7481,-73.2472,80.64,83,75,3.44,light rain
462,Aranos,NA,-24.1333,19.1167,73.11,13,0,15.73,clear sky
463,Mount Isa,AU,-20.7333,139.5,80.37,41,70,0.0,broken clouds
464,Dzilam Gonzalez,MX,21.2833,-88.9333,83.77,48,7,8.39,clear sky
465,Camopi,GF,3.1655,-52.3158,76.68,97,99,3.33,light rain
466,Kysyl-Syr,RU,63.8986,122.7617,-15.2,97,100,8.57,overcast clouds
467,Baiao,BR,-2.7906,-49.6717,84.43,71,100,0.56,overcast clouds
468,Okato,NZ,-39.2,173.8833,65.43,89,84,15.08,broken clouds
469,Dongsheng,CN,39.8161,109.9776,27.39,28,0,8.19,clear sky
470,Monte Alegre De Minas,BR,-18.8706,-48.8808,82.87,54,62,6.31,broken clouds
471,Stryn,NO,61.9045,6.7226,31.98,78,100,7.96,overcast clouds
472,Loreto,MX,22.2667,-101.9667,71.74,22,8,5.19,clear sky
473,Mezen,RU,65.8522,44.24,-1.17,91,6,6.93,clear sky
474,Bestobe,KZ,52.4994,73.0975,31.86,92,100,12.68,overcast clouds
475,Veraval,IN,20.9,70.3667,76.39,69,20,2.48,few clouds
476,Arlit,NE,18.7369,7.3853,75.45,13,14,11.23,few clouds
477,Te Anau,NZ,-45.4167,167.7167,58.51,92,85,4.43,light rain
478,Barra Patuca,HN,15.8,-84.2833,79.93,82,99,7.16,overcast clouds
479,Saposoa,PE,-6.934,-76.7716,87.35,66,100,1.23,overcast clouds
480,Lagos,NG,6.5833,3.75,84.52,83,57,6.13,broken clouds
481,Hecun,CN,36.5333,114.1111,41.65,36,4,3.96,clear sky
482,Polis,CY,35.0367,32.4264,60.62,80,3,4.74,clear sky
483,Port Lincoln,AU,-34.7333,135.8667,57.72,78,100,11.48,overcast clouds
484,Quievrain,BE,50.4074,3.6835,41.2,86,8,10.36,clear sky
485,Tagusao,PH,9.1924,117.8141,78.53,83,100,3.65,overcast clouds
486,Fare,PF,-16.7,-151.0167,80.96,67,67,15.28,broken clouds
487,Tandil,AR,-37.3217,-59.1332,68.31,51,96,1.01,overcast clouds
488,Guangyuan,CN,32.442,105.823,46.15,70,0,3.51,clear sky
489,Leua,SK,48.2156,18.6071,34.5,61,100,9.33,overcast clouds
490,Belyy Yar,RU,53.6039,91.3903,28.29,70,0,13.42,clear sky
491,Partizanskoye,RU,55.5006,94.39,22.14,82,100,18.16,overcast clouds
492,Avera,US,33.194,-82.5271,74.08,45,100,7.31,overcast clouds
493,Berlevag,NO,70.8578,29.0864,17.51,80,28,21.3,scattered clouds
494,Murashi,RU,59.3999,48.9615,23.22,94,100,10.67,light snow
495,Sao Luis Do Quitunde,BR,-9.3183,-35.5611,85.44,71,58,9.42,moderate rain
496,Dinajpur,BD,25.6272,88.6386,69.3,66,49,2.89,scattered clouds
497,San Joaquin,US,37.9333,-121.3011,61.79,93,90,9.22,fog
498,Jumla,NP,29.2747,82.1838,43.61,72,2,3.94,clear sky
499,Zhigansk,RU,66.7697,123.3711,-15.72,98,100,15.3,light snow
500,Moussoro,TD,13.6408,16.4901,81.88,16,0,12.39,clear sky
501,Mae Hong Son,TH,19.3003,97.9685,63.32,92,63,2.53,broken clouds
502,Nizhniy Kuranakh,RU,58.8353,125.4869,25.39,89,100,12.03,overcast clouds
503,Wajima,JP,37.4,136.9,40.55,65,99,9.89,overcast clouds
504,Lakefield,US,43.6775,-95.1717,35.08,51,90,0.0,overcast clouds
505,Gavrilovka Vtoraya,RU,52.877,42.7663,28.96,78,68,8.05,broken clouds
506,Paita,PE,-5.0892,-81.1144,72.03,70,100,14.36,overcast clouds
507,Oskarshamn,SE,57.2645,16.4484,35.8,74,97,14.45,overcast clouds
508,Playa Vicente,MX,17.8333,-95.8167,81.46,65,2,3.49,clear sky
509,Tondela,PT,40.5167,-8.0833,50.58,96,2,2.53,clear sky
510,Havelock,US,34.8791,-76.9013,74.05,73,100,3.0,overcast clouds
511,Rawson,AR,-43.3002,-65.1023,82.45,20,1,13.62,clear sky
512,Flinders,AU,-34.5833,150.8552,62.8,84,99,10.22,overcast clouds
513,Kulachi,PK,31.9286,70.4592,61.56,26,0,2.04,clear sky
514,Monrovia,LR,6.3005,-10.7969,83.97,77,84,9.53,broken clouds
515,Mutare,ZW,-18.9707,32.6709,72.05,53,11,8.66,few clouds
516,Taltal,CL,-25.4,-70.4833,68.99,62,22,7.81,few clouds
517,Kudahuvadhoo,MV,2.6708,72.8944,82.26,77,14,12.55,few clouds
518,Atar,MR,20.5169,-13.0499,78.17,14,5,9.06,clear sky
519,Bima,ID,-8.4667,118.7167,77.92,92,100,0.76,overcast clouds
520,Caravelas,BR,-17.7125,-39.2481,79.03,73,1,10.0,light rain
521,Nikolsk,RU,53.7189,46.0712,27.84,85,95,10.83,overcast clouds
522,San Juan,AR,-31.5375,-68.5364,68.31,59,100,12.44,overcast clouds
523,Newburgh,US,41.5034,-74.0104,51.13,56,75,1.01,broken clouds
524,Valkeakoski,FI,61.2642,24.0312,6.98,75,99,12.59,overcast clouds
525,Touros,BR,-5.1989,-35.4608,83.64,70,95,14.83,overcast clouds
526,Hami,CN,42.8,93.45,26.31,57,39,1.45,scattered clouds
527,Tokur,RU,53.1333,132.9,-4.59,98,100,3.87,light snow
528,Teguldet,RU,57.3064,88.1667,20.41,92,100,9.95,overcast clouds
529,Sibolga,ID,1.7427,98.7792,77.81,90,100,1.77,overcast clouds
530,Peleduy,RU,59.6289,112.7406,27.43,90,100,14.09,light snow
531,Riyadh,SA,24.6877,46.7219,61.27,28,3,5.28,clear sky
532,Pemangkat,ID,1.1667,108.9667,77.81,87,69,6.17,broken clouds
533,Ishigaki,JP,24.3448,124.1572,69.01,63,92,20.15,overcast clouds
534,Vostok,RU,46.4856,135.8833,-10.86,97,38,5.84,scattered clouds
535,Byron Bay,AU,-28.65,153.6167,69.06,91,44,8.1,scattered clouds
536,Edd,ER,13.9297,41.6925,83.39,49,0,16.58,clear sky
537,Guadalupe Y Calvo,MX,26.1,-106.9667,64.11,19,100,4.34,overcast clouds
538,Ruangwa,TZ,-10.0667,38.9333,75.79,77,93,7.63,overcast clouds
539,Lannion,FR,48.75,-3.4167,47.01,76,75,23.02,light rain
540,Jardim,BR,-21.4803,-56.1381,85.66,51,96,9.93,overcast clouds
541,Antalaha,MG,-14.9003,50.2788,76.17,86,87,5.7,light rain
542,Moose Factory,CA,51.2585,-80.6094,10.33,73,100,6.42,overcast clouds
543,Turukhansk,RU,65.8167,87.9833,-36.54,100,98,4.7,overcast clouds
544,Lompoc,US,34.6391,-120.4579,61.12,82,90,9.22,overcast clouds
545,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.23,75,37,9.55,scattered clouds
546,Boa Vista,BR,2.8197,-60.6733,92.41,42,36,7.38,scattered clouds
547,Sibu,MY,2.3,111.8167,73.6,99,89,1.21,overcast clouds
548,Pangai,TO,-19.8,-174.35,79.2,84,59,14.32,broken clouds
549,Snezhnogorsk,RU,69.1933,33.2531,0.48,96,42,6.4,scattered clouds
550,Maghar,IL,32.8898,35.407,59.38,38,100,4.21,overcast clouds
551,Qasigiannguit,GL,68.8193,-51.1922,35.85,46,100,38.97,overcast clouds
552,San Buenaventura,MX,27.0833,-101.5333,83.48,29,40,0.0,scattered clouds
553,Novobirilyussy,RU,56.9514,90.6661,20.59,91,100,10.49,overcast clouds
554,Klaksvik,FO,62.2266,-6.589,34.72,55,100,19.1,overcast clouds
